Date,City,Gas Prices (dollars per gallon),,,
11-Jan,Seattle,3.28,,,
11-Feb,Seattle,3.418,,,
11-Mar,Seattle,3.749,,,
11-Apr,Seattle,3.935,,,
11-May,Seattle,4.063,,,
11-Jun,Seattle,3.933,,,
11-Jul,Seattle,3.85,,,
11-Aug,Seattle,3.844,,,
11-Sep,Seattle,3.927,,,
11-Oct,Seattle,3.861,,,
11-Nov,Seattle,3.79,,,
11-Dec,Seattle,3.59,,,
12-Jan,Seattle,3.562,,,
12-Feb,Seattle,3.76,,,
12-Mar,Seattle,4.118,,,
12-Apr,Seattle,4.191,,,
12-May,Seattle,4.274,,,
12-Jun,Seattle,4.135,,,
12-Jul,Seattle,3.676,,,
12-Aug,Seattle,3.945,,,
12-Sep,Seattle,4.093,,,
12-Oct,Seattle,4.056,,,
12-Nov,Seattle,3.622,,,
12-Dec,Seattle,3.452,,,
13-Jan,Seattle,3.474,,,
13-Feb,Seattle,3.73,,,
13-Mar,Seattle,3.895,,,
13-Apr,Seattle,3.757,,,
13-May,Seattle,3.983,,,
13-Jun,Seattle,3.911,,,
13-Jul,Seattle,3.933,,,
13-Aug,Seattle,3.884,,,
13-Sep,Seattle,3.781,,,
13-Oct,Seattle,3.619,,,
13-Nov,Seattle,3.389,,,
13-Dec,Seattle,3.407,,,
14-Jan,Seattle,3.444,,,
14-Feb,Seattle,3.421,,,
14-Mar,Seattle,3.655,,,
14-Apr,Seattle,3.867,,,
14-May,Seattle,3.948,,,
14-Jun,Seattle,4.017,,,
14-Jul,Seattle,4.025,,,
14-Aug,Seattle,3.953,,,
14-Sep,Seattle,3.862,,,
14-Oct,Seattle,3.51,,,
14-Nov,Seattle,3.165,,,
14-Dec,Seattle,2.918,,,
15-Jan,Seattle,2.455,,,
15-Feb,Seattle,2.418,,,
15-Mar,Seattle,2.936,,,
15-Apr,Seattle,2.838,,,
15-May,Seattle,3.094,,,
15-Jun,Seattle,3.167,,,
15-Jul,Seattle,3.228,,,
15-Aug,Seattle,3.123,,,
15-Sep,Seattle,2.808,,,
15-Oct,Seattle,2.573,,,
15-Nov,Seattle,2.526,,,
15-Dec,Seattle,2.504,,,
16-Jan,Seattle,2.471,,,
16-Feb,Seattle,2.161,,,
16-Mar,Seattle,2.28,,,
16-Apr,Seattle,2.363,,,
16-May,Seattle,2.571,,,
16-Jun,Seattle,2.678,,,
16-Jul,Seattle,2.697,,,
16-Aug,Seattle,2.638,,,
16-Sep,Seattle,2.712,,,
16-Oct,Seattle,2.753,,,
16-Nov,Seattle,2.695,,,
16-Dec,Seattle,2.635,,,
17-Jan,Seattle,2.782,,,
17-Feb,Seattle,2.784,,,
17-Mar,Seattle,2.869,,,
17-Apr,Seattle,2.933,,,
17-May,Seattle,2.931,,,
17-Jun,Seattle,2.906,,,
17-Jul,Seattle,2.86,,,
17-Aug,Seattle,2.928,,,
17-Sep,Seattle,3.107,,,
17-Oct,Seattle,3.005,,,
17-Nov,Seattle,3.056,,,
17-Dec,Seattle,3.028,,,
18-Jan,Seattle,3.026,,,
18-Feb,Seattle,3.099,,,
18-Mar,Seattle,3.182,,,
18-Apr,Seattle,3.338,,,
18-May,Seattle,3.459,,,
18-Jun,Seattle,3.473,,,
18-Jul,Seattle,3.433,,,
18-Aug,Seattle,3.378,,,
18-Sep,Seattle,3.387,,,
18-Oct,Seattle,3.519,,,
18-Nov,Seattle,3.496,,,
18-Dec,Seattle,3.296,,,
19-Jan,Seattle,3.152,,,
19-Feb,Seattle,3.085,,,
19-Mar,Seattle,3.108,,,
19-Apr,Seattle,3.469,,,
19-May,Seattle,3.635,,,
19-Jun,Seattle,3.549,,,
19-Jul,Seattle,3.445,,,
19-Aug,Seattle,3.367,,,
19-Sep,Seattle,3.333,,,
19-Oct,Seattle,3.452,,,
19-Nov,Seattle,3.482,,,
19-Dec,Seattle,3.33,,,
20-Jan,Seattle,3.232,,,
20-Feb,Seattle,3.211,,,
20-Mar,Seattle,3.092,,,
20-Apr,Seattle,2.712,,,
20-May,Seattle,2.66,,,
20-Jun,Seattle,2.764,,,
20-Jul,Seattle,2.881,,,
20-Aug,Seattle,2.932,,,
20-Sep,Seattle,2.936,,,
20-Oct,Seattle,2.888,,,
20-Nov,Seattle,2.881,,,
20-Dec,Seattle,2.87,,,
21-Jan,Seattle,2.925,,,
21-Feb,Seattle,3.06,,,
21-Mar,Seattle,3.373,,,
21-Apr,Seattle,3.515,,,
